0,0.167247,0.196078,0.5,0.320186,0.053681,0.580645,0.211538,0.395349,0.080007,0.162651,6.0
1,0.12892,0.107843,0.345454,0.426914,0.21319,0.193548,0.346154,0.325581,0.221515,0.186747,6.0
2,0.052265,0.220588,0.618182,0.148492,0.017638,0.698925,0.125,0.337209,0.055716,0.078313,5.0
3,0.080139,0.156863,0.263636,0.257541,0.079755,0.403226,0.25,0.883721,0.136687,0.295181,6.0
4,0.045296,0.205882,0.309091,0.257541,0.006135,0.241935,0.25,0.22093,0.101985,0.343374,5.0
5,0.059233,0.147059,0.409091,0.197216,0.208589,0.258065,0.298077,0.325581,0.213803,0.144578,5.0
6,0.041812,0.068627,0.472727,0.227378,0.058282,0.387097,0.298077,0.27907,0.122614,0.168675,8.0
7,0.094077,0.078431,0.5,0.229698,0.013804,0.354839,0.336538,0.337209,0.12165,0.210843,6.0
8,0.135889,0.127451,0.7,0.327146,0.016871,0.403226,0.230769,0.569767,0.119337,0.162651,7.0
9,0.076655,0.117647,0.581818,0.160093,0.007669,0.66129,0.230769,0.290698,0.053788,0.168675,6.0
10,0.097561,0.147059,0.454545,0.243619,0.113497,0.483871,0.298077,0.372093,0.126662,0.246988,6.0
11,0.090592,0.196078,0.627273,0.236659,0.090491,0.677419,0.317308,0.418605,0.105842,0.295181,8.0
12,0.156794,0.098039,0.509091,0.278422,0.208589,0.370968,0.259615,0.581395,0.186427,0.246988,7.0
13,0.055749,0.186275,0.354545,0.194896,0.010736,0.685484,0.269231,0.395349,0.064199,0.192771,5.0
14,0.132404,0.098039,0.5,0.25058,0.010736,0.241935,0.298077,0.848837,0.121264,0.216867,7.0
15,0.198606,0.313726,0.345454,0.37123,0.20092,0.225806,0.423077,0.348837,0.221515,0.289157,5.0
16,0.15331,0.176471,0.418182,0.436195,0.113497,0.241935,0.259615,0.290698,0.159051,0.301205,5.0
17,0.069686,0.176471,0.372727,0.269142,0.082822,0.564516,0.346154,0.383721,0.109697,0.259036,6.0
18,0.045296,0.156863,0.390909,0.197216,0.07362,0.758065,0.278846,0.186047,0.064392,0.156627,6.0
19,0.195122,0.078431,0.363636,0.331787,0.104294,0.241935,0.394231,0.174419,0.173703,0.180723,6.0
20,0.017422,0.127451,0.309091,0.225058,0.009202,0.532258,0.365385,0.267442,0.082706,0.210843,4.0
21,0.069686,0.392157,0.390909,0.259861,0.01227,0.758065,0.278846,0.360465,0.034509,0.192771,7.0
22,0.066202,0.22549,0.290909,0.315545,0.15184,0.225806,0.365385,0.151163,0.182957,0.174699,5.0
23,0.174216,0.196078,0.572727,0.345708,0.055215,0.435484,0.173077,0.255814,0.094273,0.168675,7.0
24,0.087108,0.137255,0.236364,0.348028,0.21319,0.177419,0.25,0.209302,0.209948,0.337349,5.0
25,0.073171,0.411765,0.445455,0.271462,0.007669,0.467742,0.413462,0.232558,0.128976,0.283133,5.0
26,0.10453,0.107843,0.4,0.176334,0.009202,0.403226,0.326923,0.325581,0.090418,0.23494,5.0
27,0.121951,0.137255,0.136364,0.399072,0.116564,0.241935,0.663462,0.534884,0.209948,0.337349,6.0
28,0.108014,0.529412,0.454545,0.433875,0.062883,0.145161,0.25,0.302326,0.162907,0.072289,5.0
29,0.052265,0.117647,0.354545,0.155452,0.01227,0.483871,0.278846,0.255814,0.075766,0.180723,6.0
30,0.149826,0.22549,0.236364,0.303944,0.130368,0.645161,0.307692,0.104651,0.097359,0.186747,7.0
31,0.15331,0.22549,0.381818,0.315545,0.069018,0.709677,0.134615,0.104651,0.049933,0.216867,7.0
32,0.062718,0.245098,0.6,0.194896,0.019939,0.306452,0.182692,0.465116,0.121264,0.090361,5.0
33,0.108014,0.176471,0.4,0.243619,0.055215,0.725806,0.298077,0.104651,0.059571,0.174699,6.0
34,0.125436,0.137255,0.1,0.199536,0.009202,0.370968,0.461538,0.104651,0.101792,0.198795,5.0
35,0.055749,0.176471,0.545455,0.292343,0.01227,0.354839,0.173077,0.151163,0.089261,0.108434,6.0
36,0.15331,0.181373,0.581818,0.327146,0.096626,0.451613,0.182692,0.255814,0.11336,0.168675,7.0
37,0.062718,0.294118,0.5,0.303944,0.007669,0.274194,0.192308,0.244186,0.107962,0.156627,6.0
38,0.080139,0.254902,0.227273,0.424594,0.113497,0.467742,0.375,0.290698,0.154039,0.180723,5.0
39,0.111498,0.284314,0.345454,0.296984,0.202454,0.580645,0.298077,0.174419,0.148254,0.168675,6.0
40,0.101045,0.519608,0.490909,0.220418,0.119632,0.975807,0.192308,0.581395,0.073067,0.006024,7.0
41,0.118467,0.294118,0.6,0.331787,0.121166,0.645161,0.298077,0.151163,0.117409,0.192771,7.0
42,0.12892,0.313726,0.790909,0.174014,0.016871,0.758065,0.269231,0.302326,0.074224,0.192771,7.0
43,0.188153,0.147059,0.309091,0.38051,0.226994,0.112903,0.288462,0.22093,0.217659,0.174699,6.0
44,0.118467,0.294118,0.318182,0.25522,0.059816,0.516129,0.25,0.232558,0.084827,0.114458,6.0
45,0.101045,0.019608,0.645455,0.218097,0.065951,0.274194,0.25,0.662791,0.146327,0.210843,6.0
46,0.052265,0.166667,0.490909,0.155452,0.023006,0.693548,0.307692,0.267442,0.059764,0.198795,6.0
47,0.066202,0.284314,0.254545,0.345708,0.177147,0.209677,0.461538,0.593023,0.215732,0.421687,6.0
48,0.090592,0.392157,0.372727,0.262181,0.035276,0.806452,0.278846,0.209302,0.04145,0.295181,6.0
49,0.045296,0.019608,0.809091,0.12993,0.007669,0.370968,0.211538,0.453488,0.107769,0.144578,7.0
50,0.101045,0.117647,0.254545,0.225058,0.007669,0.403226,0.451923,0.151163,0.093117,0.240964,4.0
51,0.02439,0.245098,0.454545,0.058005,0.115031,0.758065,0.201923,0.162791,0.076923,0.192771,7.0
52,0.094077,0.147059,0.554545,0.313225,0.212423,0.354839,0.269231,0.372093,0.201465,0.174699,6.0
53,0.111498,0.333333,0.454545,0.204176,0.027607,0.774194,0.173077,0.186047,0.039329,0.204819,7.0
54,0.121951,0.058824,0.3,0.273782,0.076687,0.290323,0.211538,0.406977,0.127627,0.10241,6.0
55,0.066202,0.117647,0.654546,0.111369,0.013804,0.483871,0.192308,0.383721,0.077887,0.180723,6.0
56,0.101045,0.235294,0.672727,0.273782,0.056748,0.774194,0.057692,0.162791,0.037208,0.23494,8.0
57,0.160279,0.176471,0.390909,0.396752,0.04908,0.645161,0.211538,0.139535,0.057836,0.192771,6.0
58,0.249129,0.073529,0.418182,0.475638,0.026074,0.306452,0.346154,0.453488,0.121264,0.204819,7.0
59,0.209059,0.205882,0.345454,0.341067,0.090491,0.225806,0.25,0.209302,0.147869,0.180723,5.0
60,0.097561,0.205882,0.327273,0.243619,0.01227,0.83871,0.211538,0.244186,0.016001,0.150602,6.0
61,0.073171,0.411765,0.445455,0.271462,0.007669,0.467742,0.413462,0.232558,0.128976,0.283133,5.0
62,0.076655,0.294118,0.409091,0.350348,0.105828,0.322581,0.346154,0.244186,0.158858,0.162651,5.0
